title,year,plot,genre
Hairyman,2023,Five university students hit the the road for a camping trip to start their summer break they take a wrong turn and find themselves facing death at the hands of a bloody thirsty beast.,Horror
De vuurlinie,2023,"On his tour of duty in Afghanistan, Marco Kroon heroically leads his men through firefights and is awarded the highest decoration in the Netherlands: the Military Order of William. However, in the years that follow, Kroon is discredited. He struggles with traumas he cannot share even with Mirjam, the love of his life and everyone has an opinion about him, in the media and in the street. Kroon finds himself swept up in an emotional rollercoaster. As he tries to exonerate himself, he may face his toughest mission yet.",Drama
Picturing No.19,2023,"A chronicle memory of Covid-19 unfolded from the viewpoint of an artist in lockdown, London.",Documentary
Los Wánabis,2023,"Three friends, longing for a higher status in society, put their lives and those of their families on the line, the day they receive a strange business proposal that promises to turn them into millionaires overnight.",Comedy
Relocation Lockdown,2023,"A young and famous actor travels from the U.S. with his girlfriend to see a close family member for the last time. When the pandemic breaks out and lockdown is a fact back in their rental house, they suddenly have to deal with a huge situation and personal crisis, that will change their lives forever.",Comedy
Empieza el baile,2023,"The reunion of three friends, among tango, dance, music and the opportunity of a trip that will take them as in their good old days to travel the route of the country.",Comedy
Seule: Les dossiers Silvercloud,2023,"Anna, hoping to escape from the disturbing past and find peace, escapes to a secluded mountain chalet. But the old life catches up with her even here. The house is bugged, which means Anna will have to return to her former life as an intelligence agent.",Mystery
A Haunting Winter's Tale,2023,"In this singular tale of toxic love, cruelty, a woman discovers the secrets of her partner. In a narrative of psychological retrospectives, the woman will seek revenge on her partner.",Crime
Artefacts' Merchant,2023,"The Hero can slow time or can voyage to other realities if he feels any danger. But once, in order to save his beloved he is to refuse from his skill of escapee and will fight.",Drama
Victoria: Ek Rahasya,2023,A couple arrives at Hotel Victoria and are greeted by the creepy owner who is the only occupant of the sprawling property. The hotel seems to house a sinister presence that harasses the couple till the secrets of the hotel are unearthed.,Horror
Before it Happened,2023,"Detective Eli Jenkins has to find his troubled ex-partner and bring him home to his dying brother. But as he's taken on a wild goose chase, Eli must overcome the demons of his past before the most cataclysmic event in history happens.",Adventure
Dharmantaran,2023,"Conversion is a big issue in India. Due to the frequent conversions, Guruji establishes a non-political organization whose purpose is to stop the conversions. In the face of many difficulties, how Guruji decides the path to the Chief Minister, this is the chapter of the story.",Drama
Do Something Extraordinary,2023,"Do Something Extraordinary follows the life of Gabe Tesch, a 19 years old brain cancer survivor, in his attempt to become a professional racing driver.",Documentary
Spider-Man: Rise of a Hero,2023,"Spider-Man must come face-to-face with with his future, as it is thrown at him from multiple directions. He will face his own friends, and decide to save everyone, or the ones he loves.",Action
Back to the Present!,2023,"A government issued science experiment sends five theater actors on a journey through time and space via a *virtual reality vortex. They are sent back to the Wild West (19th century), Prehistoric times (50,000 BC), Medieval Times (12th century), the Caribbean Pirates era (17th century), WW2 Prisoner of War Camps (1940s); and sent forward in time to a Parallel Universe, where all the inhabitants are colored (blue, red, green, yellow, pink and purple faced). But there's a twist - each theater actor must complete three individual quests, before sunset. Those who fail will be marooned in that time and place forever.",Action
A Lion's Game,2024,"Facing a crippling company debt and a looming deadline from a ruthless loan shark, corporate executive Autumn Bennett's desperate scramble for a solution spirals into a whirlwind of greed and betrayal, threatening the world she's built and the relationships she values.",Crime
Alien Wars: Judgement Day,2024,"After an alien catastrophe, a few remaining human souls try to hold on to their sanity and their reality as humanity slowly slips into darkness.",Sci-Fi
Multiverso,2024,A web series of different stories in a multiverse full of heroes and villains.,Action
Vagabond Lover 1999,2024,"A bored and lonely middle aged university Art Professor tries to bury his violent criminal past, but his past comes back to visit him, forcing him into one last score. This movie is 20 years in the making, with restored footage dating back to 1999. Finally, in the spirit of Orson Welles' ""The Other Side Of The Wind"", the full story will be told.",Crime
Mom's Coming,2024,"A soul allegedly with a 20-year-old girl as her daughter, whom she wants to take with her and the elder sister's wants to stop the soul from doing so.",Drama
Love Song and Power,2024,This is a story about finding the courage to be one's self.,Drama
Killing Rainbow,2024,A Contract Killer fails his first mission. The Contractor who hired him doesn't tell him the whole truth about the job. What should be a simple cleanup job the second time round becomes a cat and mouse game of deceit and betrayal.,Thriller
Toy Story 2: Live Action,2024,A full featured live-action remake of Toy Story 2,Action
Detour 95,2024,"Candace leaves northern New Jersey for Miami, Florida, to escape the violence and poverty; she quickly finds herself fighting for her life in a redneck nightmare.",Action
The Legend of Johnny Jones,2024,Set in the housing projects of New Jersey. A young man who has known only poverty and abuse all his life suffers a mental breakdown and embarks on a killing spree unlike any other in history.,Action
Spaceman,2024,"Jakub Procházka, orphaned as a boy and raised in the Czech countryside by his grandparents, overcomes his odds to become the country's first astronaut.",Adventure
IF,2024,Follows a young girl who goes through a difficult experience and then begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,Comedy
The Ark and the Aardvark,2024,An aardvark named Gilbert lands the job of shepherding all the animals onto Noah's Ark.,Animation
Nigromancia,2024,A story about satanic cults and ancient invocations.,Drama
The Accompanist Awakening,2024,"Logline: Two newly engaged lovers return to Los Angeles after two years in New York. One of them, a piano accompanist, gets a job at the local ballet studio while attempting to resolve a family tragedy that still haunts him.",Drama
Plaguepits: The Torture Dead,2024,Decayed medieval zombies use bizarre torture devices to take bloody revenge,Horror
Clank and the Golden Scar,2024,Two missions taking place simultaneously in different decades where both C.I.S. Agents going under the alias Clank went up against the dangerous crime lord known as Goldscar.,Action
Between Time and Space: E.S.T.,2024,"It is an experiment based on the ""E.S.T."" process and therapy. ""E.S.T."" is an experiment where someone is locked inside a room in complete obscurity for a month or longer in order to cure any ailment.",Biography
The Israelites,2024,The tribes who emerged from the Canaan region of the Middle East. The modern-day Israelites are Jewish tribes who do not necessarily live in the region and are not necessarily a citizen of Israel but are ethnically inclined that way.,Biography
Materia Oscura,2024,Dark matter is the part of the universe that can't be seen and it appears all black and cannot be scanned with conventional instruments. An analogy to what defies conventional logic and rational behavior.,History
Manje Bistre 3,2024,Revolves around the Punjabi wedding culture.,Drama
The Dead Rose,2024,"After the death of his father, Robby Duray's faith is put to the test when he is seduced into the corrupt world of organized crime, extortion and violence; masked in the form of an underground cult threatening to take over the world.",Thriller
Axe2Grind,2024,"Debbie Wilkins is released after serving 10 years in a psychiatric hospital in upstate New York for her murder spree on the set of 'The Bayou Butcher in Axe to Grind. Debbie, who still has unresolved issues and vendettas to settle, picks up where she left off after reuniting with her twisted accomplice Norman Poindexter.",Thriller
Furiosa,2024,The origin story of renegade warrior Furiosa before she teamed up with Mad Max in 'Fury Road',Action
Eternal Oath,2024,"An ancient clan of vampires take a sacred vow to stay in the light by protecting humans from evil vampires. Until one day, that challenge is compromised.",Drama
The Passion of the Gods,2024,Arthurian legend meets Egyptian mythology with all the color and passion of the rainbow flag.,Action
Der Soldat Monika,2024,"Don't dream it, be it: The Act of Killing goes Gender Frenzy. A psychedelically political psychogram of a right-wing transsexual and how he got to be what she is. Or so it seems.",Biography
The Tragedy of Lovelace Outwood,2024,"The story of Garrett Greenleaf, a troubled man on his honeymoon in Hawaii who was given the task of producing a feature film in France in two months.",Comedy
The Master and Margarita,2024,"The Master, a writer of a novel banned by the government, and his mistress Margarita, who makes the decision to sell her soul to the devil, who masks himself as a professor in Moscow, to salvage the Master from a psychiatric ward.",Animation
The Immortal President,2024,"Real story of Abdul Kalam, a minority boy turned exemplary scientist, ""Missile Man"" and 11th President of India. Selfless contribution, dedication towards his motherland and zeal for youth empowerment made him The Immortal President.",Biography
Cupcake's,2024,"Cupcake's, the place where everyday is a tasteful day",Family
Untouchable,2024,A Man meet's a married women a married women meets a man. Nothing can keep them apart but everything must keep them apart. What would you do?,Romance
Halloween: Season of the Boogeyman,2024,Michael Myers returned to kill again,Horror
Staycation,2024,"As a candid interview carries on between the country's leading virologist and a no-nonsense journalist, college roommates deal with the daily struggles of a global pandemic, and a couple separated between continents play catch up.",Comedy
Broken Glass,2024,Dylan meets Luna after many years of graduation and soon they fell in love with each other not knowing the obstacle that is about to come that will change their lives forever in which secrets from Luna's past will also be uncovered.,Animation
Hitpig,2024,A bounty hunter pig finds himself trekking the globe with a free-spirited elephant he intended to capture.,Animation
Food Fight,2024,A Battle is about to Begin.,Comedy
The Codfather,2024,"A young man wakes up after he blacked out. He doesn't know where he is and why he's lying on the floor. He soon finds himself stuck in a time loop. All he wants is freedom, but the price he has to pay is very high.",Crime
Serena Versus,2024,"On Serena's birthday, authorities end the search to find her mother, but Serena ventures into the forest with her sister on FaceTime to uncover the truth that lurks within, and alters their realities forever.",Horror
Kingdom Reign: Vol. 1,2024,A drug empire crumbles from within.,Crime
1242: Gateway to the West,2024,"When the Great Mongolian army is about to invade Europe in 1242 it doesn't expect that a Hungarian castle and its Priest, Eusebius will stop it.",Action
Three Couples Freed,2024,Three separate couples each decide to make some important decisions on the future of their relationships. Stumbling and searching they try to find their own alternative and drastic paths to happiness.,Drama
Vo Ladki,2024,"Pathik, decides to move on from every memory of Devyani and goes to meet her one last time with a thought of returning the wrist watch.",Drama
Mnemonix,2024,After the death of half of the worldwide population by a Virus a scientist has introduced a new form of life: the Mnemonix.,Action
Gina,2024,"After spending three years in jail, Juan goes free with the sole aim of recovering the love of his family. Zoe and Ismael, two ex-partners who he betrayed, will return to cross in his way.",Crime
We Don't Say Retard Anymore,2024,"When Y-Man, a disabled Finnish influencer, attracts a loyal female fanbase, his online girlfriend's jealousy grows, demanding a meeting in America. However, his condition limits his ability to travel, testing the boundaries of his faith.",Comedy
Fighter,2024,An aspirational young man named Shamsher Pathania must overcome his obstacles after enlisting in the Indian Air Force in order to become a hero of the Indian Armed Forces.,Action
Aladdin: Live from the West End,2024,A live film recording of Disney's hit Broadway musical based on their classic 1992 animated film. Filmed at the Prince Edward Theatre in London's West End.,Adventure
Reckless,2024,"A re-imagining of the 1987 film ""Fatal Attraction""",Drama
"L'Inferno (Restored, Colorized and Re-edited)",2024,L'Inferno (1911) was the first Italian feature production in history. It was originally filmed in black and white and as a silent film.,Action
Pulcinella,2024,"Aine is a secondary school girl from the wrong side of the tracks, who lives in Portrush, NI with her mother Margaret who works as a cleaner for a local office and her grandmother Agnes who has been diagnosed with terminal cancer.",Drama
The Mothership,2024,"One year after her husband's mysterious disappearance, Sara Morse discovers a strange, extraterrestrial object underneath their home. She and her kids are on a race to find their husband, father, and the truth.",Adventure
Lachrymose Primrose,2024,"After the unexpected death of his daughter (Chloe Ruth), Caleb McCallum (Tedd Bodnar), a washed-up best-selling author hits rock bottom as he turns to the bottle and a life of solitude in an attempt to cope with his inner demons. His wife, Elizabeth (Michelle Mullins), may be the only one who can save him. But at what cost?",Horror
Rhapsody in Justice,2024,A Cable News program is born after the Election of Donald Trump. Influenced by past Civil Rights struggles the Producers are guided by the mystic spirit of children.,Comedy
Guntur Kaaram,2024,"Follows Guntur Karam, the king of the underworld of Guntur city, as he falls in love with a journalist working to expose the illegal activities in the city.",Action
The Nerfarious Campaign,2024,"A group of college kids celebrate the end of the semester with a Nerf war for a $500,000 scholarship. Little do they know, there is more at stake than what meets the eye. Will they be able to face the odds of every team to win the scholarship or will they face their ultimate demise?",Action
Noda Hitam Dalam Pelukan,2024,"The rookie ""Hansip"" (Neighborhood Patrol Tasks) trying to investigate the murder case of a respectful head of village and charismatic cleric in a small village. The series of unfortunate events slowly opened by the dark truth of human nature.",Crime
Serán Legión,2024,"When a woman dies of an inexplicable disease, her widower, a greedy landlord and her sister, obsessed with her house, must survive a sinister psychic and supernatural force that sickens everyone who lives in the house.",Horror
Disconnected,2024,"Lennox Crawford - the successful novelist - is stuck. Choosing to go on a writing retreat to discover some lost passion in the hope it will allow him to bring a major chapter in his life to a close; his novel series. However, as some chapters close, old chapters thought buried find a way back, bringing with it more than just an old flame for writing and his wife is none too pleased.",Comedy
Wicked Jack,2024,"Junior, A young introvert, finds a mysterious ring which has the ability to summon the Hellion, Wicked Jack. A demonic entity and merchant of desires and power who makes a deal with Junior for his darkest desire, a succubus sex slave. But the price may cost him more than he bargained for.",Horror
La Puerta Verde,2024,"Emina, a single mother with a sick son, begins a journey searching a Tarahumara healer who lives in the enigmatic mountain range of Chihuahua.",Drama
The Hippie Who Came to Roam,2024,"When her lover goes missing, a mysterious Hippie named Moonflower travels to the small, whimsical town of Roam to uncover what happened to him, only to discover that the rabbit hole of mystery goes down much deeper than she could have ever imagined.",Adventure
Finding Joy,2024,Roni is a loner and aspiring artist whose buried childhood trauma resurfaces in the form of sleep paralysis as she ventures into adulthood and begins to struggle with her identity.,Thriller
Argylle,2024,An introverted spy novelist is drawn into the activities of a sinister underground syndicate.,Action
Milarepa,2024,A post-apocalyptic world. Nature overpowered technology. The 12 year old girl Mila is wrecked by the killing of her father. Mila starts a journey to redeem from her evil actions.,Adventure
Nothing Unusual,2024,"In Japan, Rokurokubi are known to be like Vampires. They're known to be dangerous Yokai for committing horrible deeds. Except for one. Asumi Mayako -- Born a Rokurokubi, now lives a normal life with Karita Dere. Twelve years have passed since Asumi was found in the trash can, and things have been a little complex since Karita and her family decided to adopt Asumi. Asumi still feels worried about what would happen If people found out she's a rokurokubi. However, things get complicated when Asumi's mother, Khayme Mayako is slowly crawling back into her life. Not just that - Asumi's worries and nightmares become a reality as a reunion between Yokai and humans has begun. Experience an animated trip starring a Rokurokubi with a heart of gold.",Animation
Dune: Part Two,2024,Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family.,Action
Xenobot,2024,Rene Del Toro a young naive boy in a border town of Mexico confronts bullies and evil parents. Thru a toxic pond accident he is transformed into Xenobot a DNA altered Superhéroe with frog-like superpowers.,Action
Clean Water,2024,"This epic, sprawling documentary film follows changemakers and inspiring people living along the Ohio River valley-- across 5 states-- striving to make the area a better place.",Documentary
Alone with the Darkest of Minds,2024,"Eric Jonah is in lockdown with no sign of a lift date during the infamous pandemic. Searching for answers, living in a shed as his mind starts to warp. He must reach out to whoever possible for help or the consequences will be disastrous.",Thriller
Backstage,2024,"Backstage is about a small fictional community theater group who are in the middle of rehearsals for their winter production. But behind the scenes chaos, shenanigans, and politics threaten the shows progress as the company juggles their daily lives with the demands of the show.",Drama
Untitled Universal Animated Event Film,2024,"A rabbit who goes to a farm while the sun damaged the roof, and facing off against the chickens, the tigers, and the swans they banned from the town.",Animation
Sunset Shimmer and the Acidic Universe of Makori,2024,"Sunset Shimmer will enter an unknown dimension that is an acidic universe of fiasco, which will face Makori Fujiwhara, a wicked young woman in bad taste who was the cause of turning the universe into a true fiasco.",Action
ABFAHRT: Episode 2,2024,"Chaos ensues as the ""Stammtisch"" continues on its path of destruction. In the next episode of ABFAHRT, we get to know the squad and why they took it upon themselves to infiltrate the most dangerous military base in the United States.",Action
Superman: Jubilation,2024,"This story focuses on the version of Superman that many forget, the story of Val-El the Earth 2 Superman. The film follows Val-El on his journey to find his purpose among a race that views him as an outsider.",Action
Dante's Hell,2024,"Dante goes on a journey through the first and worst part of the afterlife, Hell. Virgil guides and protects Dante on his dark journey descending circle-by-circle to the center of the Earth, and out into Purgatory (sequel).",Adventure
Harold and the Purple Crayon,2024,A young boy named Harold embarks on a magical mission with the help of his purple crayon,Animation
The Wizard Hunter: The Hunt for Evangelion Crowley,2024,"A bounty hunter of lost masterpieces of any era, hired by a Swiss Art Collector is at the end of his tasks. But one last assignment will let him discover his hidden and dark legacy.",Adventure
Blocking,2024,"Following his high-school graduation, an aspiring actor determines to find the role he was meant to lead.",Drama
When the Moon Was Twice as Big,2024,"In the summer of 1969, ten-year-old Jack's passion for astronomy and space exploration ignites brightly within him, inspired by an extraordinary new friend, his test-pilot father, and history unfolding with first steps on the moon. But fate alters his course. In 2009, and about to turn fifty, adult Jack is faced with a choice: continue going through the motions of life -- or take one giant leap of faith and reclaim the dreams of his youth.",Adventure
Jessica Frost,2024,"A young woman searching for the truth about why a time-traveling psychopath is after her, is thrown into a turbulent journey through the desert, time, space and her family's past.",Action
Reparations in America,2024,"The taking of wealth from Africa: Over 10,000,000 Africans were sold into slavery during the Trans-Atlantic slave trade. Should African Americans receive reparations for slavery.",Drama
The Magnificent Raiders of Dimension War One,2024,"A collection of rogues must gather information on a mysterious extra-dimensional threat to the galaxy in the 43rd century, and prepare a defense while fending off the first wave of attacks from horrific beings.",Sci-Fi
Sea of Lies,2024,"In a small sleepy seashore town, in the span of 24 hours, a dead body is discovered on a beach, and a burnt out Detective is called in to solve the crime with few clues to work with.",Mystery
Residence,2024,"The enigmatic hero, a speechless child and a ragtag motley crew journey through a zombie filled apocalyptic landscape to seek shelter in a medieval fun park whilst being pursued by a deranged lunatic.",Action
House of Paranormal 2,2024,The sequel to House of Paranormal.,Horror
The Tiger's Apprentice,2024,"Tom Lee, a Chinese-American boy, after the death of his grandmother, has to be apprenticed to the talking tiger Mr. Hu and learn ancient magic to become the new guardian of an ancient phoenix.",Animation
Retour,2024,Pasolinis TEOREMA meets CAPE FEAR by Scorsese.,Crime
Folded in Grey,2024,"Candace Moccia, a once prodigious and now reclusive artist is thrust back into the limelight for what could her final masterpiece showcase only to become possessed by her dead and blood thirsty lover toying with her mind, spiraling her into madness.",Drama
This Time Next Year I'll Be Famous,2024,"When Rayna's theatre company faces bankruptcy, she takes one last roll of the dice to turn things around with an experienced director. However due to her non existent budget she ends up with a washed up has been with a bad temper.",Comedy
Remember Us,2024,"Lucas Thompson is sentenced to community service, entailing him to deliver food parcels to the elderly where he finds himself on the doorstep of dementia sufferer; Arthur Miller.",Crime
Secret Invasion Stop Motion,2024,"Doctor Strange, Black Panther, and Black Widow have to assemble when they realize a secret invasion is imminent.",Action
Dick Reno: Monster Slayer,2024,"Join monster slayer Dick Reno, as he joins the team with sexy agent Michelle Pfieffer and vampiress Savannah. Can Dick Reno stop merciless king of vampire's 'Count Moldark""? Stay tuned.",Comedy
Blonde,2024,"A mismatched pair of detectives get caught up in a conspiracy surrounding a actress, while digging into the backstories behind murders, child abductions, and nuclear secrets.",Thriller
A Night Without Tears,2024,"On the 10th year anniversary of her traumatic experience as a child, she returns to her family where the event happened. Her sister joins her only to face a new wave of terror.",Mystery
The Karate Breaker,2024,"Karate Champion known for his fighting/breaking skills, fights drug gangs to protect the youth of a small town.",Action
The Uncivil War,2024,"Tom and Byron have been best friends since childhood. Through forty years of friendship, they have experienced just about everything together. But that was before Derek Chauvin knelt on the neck of George Floyd and took his life. Tom is white, Byron is black. But that shouldn't matter when they begin discussing the case, should it? After all, facts are facts. Or are they? What starts out as an academic conversation quickly gets real when their businesses are threatened. Will both men stick to their guns when their livelihoods are at stake?",Drama
Legend of the Melon Heads,2024,"While working on their senior project, Ada Collins and Kaylee Miller find themselves face to face with the sinister Doctor Crow and his Melon Heads.",Horror
Kraven the Hunter,2024,Russian immigrant Sergei Kravinoff is on a mission to prove that he is the greatest hunter in the world.,Action
Døde menn går på ski,2024,"Billionaire and playboy Sverre Hartkorn takes a psychoanalyst and seven of his closest friends to the Blåkam cabin to play the Murder Game. The only way to get away from the cottage is a 2 hour snowmobile ride. Anyone who manages to solve the fictitious murder mystery by 21 first day of Easter, wins NOK 5 million. It is said that the murderer Ulvar Mørkli goes back to the cabin, and after only one day the Easter idyll is broken. One of the tour participants is beheaded in the snow. The cabin dwellers have to fight a desperate battle against time and against a murderer who has no intention of giving up immediately.",Comedy
Dr. A. P. J. Abdul Kalam,2024,"The inspirational journey of the Legend, Missile Man and 11th People's President of India.",Biography
Crawlers,2024,"In the year 2030, a Zombie Pandemic of Biblical proportions decimates the United States' population. American survivors rush to Mexico to 'El Santuario del Sur', the southern sanctuary, a rocky plateau believed to be zombie free.",Horror
Ascension - The Last Asgardian,2024,"The Gods are dead and the wicked have descended upon the Northlands. When all hope is lost, a crippled farm boy realizes he is the last son of Odin, the Last Asgardian, and the last hope for his people.",Adventure
Yodha,2024,An Aeroplane hijack where a soldier helps the passenger and fight against the terrorist. But the damage to the flight engine made it very tough to survive the situation.,Action
Crossroads Revelation,2024,"Players of Munich's fine Society gather at a game of Poker, mixing characters and fates that would have never met otherwise leading from gambling into the night scene behind the big city's facade - a melting pot of greed, lust, ambition, addiction and violence. As the players build up alliances for survival, only one party can make it out this maze of crime.",Thriller
The Untenable,2024,"Brian Connors, of Connors Financial, finds errors in his clients account. Unaware of the dangers his business have put them in, a suspicious wife and his daughter find themselves defenseless when they become the hunted.",Thriller
Jett,2024,The rise and fall of a small time band in Melbourne's underground music scene.,Drama
Luna Park,2024,"In Albania's post-communist landscape, a lonely mother, Mira, and her troubled teenage son, Toni, struggle through an outbreak of civil violence that tears their East European nation apart.",Drama
Those in the Shadows,2024,"Two couriers meet on multiple brush passes, never uttering a word. When one breaks orders to make contact, the implications of simple written messages between them have damaging consequences.",Action
Conundrum: Secrets Among Friends,2024,"A story about longtime friends whom have known one another since college. All of whom have been doing well since, with careers in the entertainment industry, on wall street, legal and even in the NFL. When the group decides to take a weekend getaway, to a rented beach house in the Hamptons, all hell breaks loose when secrets among them, come to light.",Drama
Professor Kimmer's Initiation,2024,A professor struggling to save his marriage and career who uncovers a society of witches.,Drama
Slaughter Horse,2024,"A woman with a troubled past is kidnapped and imprisoned into a slaughter house run by a masked killer, soon to realize that both of them are not what they seem to be.",Horror
Last Flamingo of the Red Summer Sunset,2024,"The frontier is closing, but the imagination of the west remains. Decades since the genocide of a local tribe, there is one final 'wild-man'. Benjamin wishes to rid the land of the indigenous peoples, tasking Henry with extermination.",Drama
Teacher's Pet,2024,"When a dog wants to be a boy after watching pinocchio, he meets a mad scientist who steals his mind, now his owner, a lizard, and a parrot have to go into the timeliness to give him pizza and save him.",Animation
Dying for Living,2024,"'Dying for Living' takes you on a thrilling journey into the chaotic world of an aging hitman, consumed by vanity. In a daring quest for redemption, he sets out to gather his long-abandoned family of skilled assassins in the heart of Holland and Hollywood. Their reunion will unleash a storm of mayhem and intrigue. As the twisted plot unfolds, dark secrets surface, alliances are tested, and the boundaries between love and betrayal blur. Brace yourself for an adrenaline-fueled tale where bullets fly, loyalties shatter, and the stakes couldn't be higher.",Action
Valhalla Awaits,2024,"A local Houston based production company Revolving Red Productions is producing a Period correct Viking saga with all the trials and tribulations of war, drama, and savagery.",Drama
Whistling Kate,2024,"A lone-wolf female US Marshal is attacked by her former lover and notorious bandit, she miraculously rallies a band of crack-shot women in order to stop a GOLD HEIST.",Action
Article 92,2024,Dan Ravenport is a man who lost everything and now a special interest of the US government.,Drama
Bade Miyan Chote Miyan,2024,"With their contrasting personalities and maverick methods, Bade Miyan and Chote Miyan need to overcome their differences and labor together to transport the offenders to impartiality and preserve the day.",Action
Luna in Love,2024,A drug and lust-filled sugar binge leads an aging mobster to chase down his runaway Romanian mail-order-bride.,Action
The Falling Sun,2024,A struggling journalist envisions his rise from obscurity when he sets up an interview with a high ranking member of a domestic terrorist organisation.,Drama
The Past Is the Past,2024,"A troubled girl is not haunted by ghosts, but rather her own past lives.",Horror
The Last Aztec Warrior,2024,It tells the story of a man who is extracted from federal prison and called to do one last job to take down a notorious druglord.,Action
The Inn,2024,"Guest and Staff at the Palm Court Motel have become prey, after a serial killer checks in for the night.",Horror
Dracula: Rise of the Vampire,2024,British modern day horror movie based on characters originally created by Bram Stoker and Sheridan Le Fanu.,Horror
Hasta Que Nos Encontremos De Neuvo,2024,A woman in Cuba risks her life to reach her lover in America.,Adventure
The Dream Fisher,2024,An introspective journey into the mind of a filmmaker in love.,Comedy
Should Have Waited,2024,"Paul is a happy, caring family man who enjoys his time with his family and best friend. When his world suddenly comes crashing down around him, limits are tested. Can Paul find a way out of his situation before it's too late?",Drama
The Satire,2024,Broadcast journalist Shamal shocks the world when he reveals a dark secret,Comedy
Throne of Blood,2024,A former gunslinger is forced to take up arms again when his past comes back to haunt him,Action
Kholop 2,2024,"Grisha, a former spoiled brat, who was a serf and became a man, after a trip to the ""past"" is sensitive to any injustice. And, of course, he cannot get past the lawlessness that the impudent and spoiled Katya creates. It is not surprising that soon spoiled girl finds itself in a different time.",Comedy
IJ Inspector Jamshed,2024,"""Unlock the Secrets of an International Espionage Caper: Inspector Jamshed and His Sleuth-Savvy Children Lead the Way to Worldwide Peace and Order!""",Action
The Donor,2024,"To save his dying son, Joseph (Tom Sizemore) descends into the criminal underworld controlled by Pancho (Robert LaSardo).",Crime
Ghostbusters: Frozen Empire,2024,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age.",Adventure
Fanged,2024,"In what was supposed to be a rendezvous, a group of vampires get trapped in a deadly house with no escape.",Horror
The Curse of Eddie Bishop,2024,"A weekend camping trip on the woods turns into a surreal night nightmare, when a ghost story becomes more than just a tale and the woods are more than they appear.",Horror
A Blood Moon Rising,2024,"A young alchemist struggles to resurrect the old west town of Celeb's Folly but in doing so, finds his family now in jeopardy. As tensions build, the Blood Moon Rises, accompanied by the howling of wolves and the promise of bloodshed.",Horror
RW,2024,A documentary on the life of R.W. Martin based on his book Life Inside My Head - A Scattered Tale -Living With ADHD - Ramblin's available on Amazon - The documentary will feature Interviews and footage from R.W.'s career.,Documentary
Kung Fu Panda 4,2024,"Follow Po on his wide-eyed adventures in ancient China, whose love of kung fu is matched only by an insatiable appetite.",Animation
Kansas City Dreamin',2024,Celebrating Kansas City's African American music history and culture.,Documentary
Irish Wish,2024,"When the love of Maddie's life gets engaged to her best-friend, she puts her feelings aside to be a bridesmaid at their wedding in Ireland.",Comedy
Inside Out 2,2024,"Follow Riley, in her teenage years, encountering new emotions.",Animation
The Resurrection of Amy Barlow,2024,Tyler Brody has kept a secret for twenty years. A secret that is quite literally dead and buried in the backwoods of Harper's Grove. Only one other man knows his secret. A man known only as The Emissary.,Horror
Longlegs,2024,"FBI Agent Lee Harker is assigned to an unsolved serial killer case that takes unexpected turns, revealing evidence of the occult. Harker discovers a personal connection to the killer and must stop him before he strikes again.",Horror
Rogue Elements: A Ryan Drake Story,2024,"Ryan Drake, hoping to recover an asset, must infiltrate a fortified base, his every move watched by a shadowy figure. He silently makes his way to the base and rescues the asset. Hell breaks out when the figure makes it's presence known.",Action
Onegin,2024,"Evgeniy Onegin lives in grand style: balls, receptions, theater premieres and other entertainment that the capital can offer a young man. But social life has long tired him, so he perceives the news of the illness of his uncle living in the village as an opportunity to escape from the disgusting world. However, having reached the estate, Onegin learns about the death of a relative, which, however, does not upset Evgeniy too much. His financial affairs are very sad, and his uncle is rich and has no other heirs. Onegin locks himself in the estate, shuns his neighbors, who very soon begin to call him an eccentric among themselves. Evgeniy lives in aimless solitude until the owner, who has returned from abroad, appears at the neighboring estate - a young, enthusiastic Lenskiy, not yet satiated with life, who introduces Evgeniy to the sisters Tatyana and Olga Larin.",Drama
Sto let tomu vperyod,2024,"Kolya Gerasimov is an ordinary guy: video games, rap and hanging out with friends. The last thing he cares about is the future. Until one day he gets into the future himself. And everything is not easy there. The Earth coalition won the intergalactic war and lives quite happily, only the leaders of the defeated pirate forces are secretly preparing a new offensive. To do this, they need to go back in time and change the course of history, and Kolya unwittingly becomes their tool for time travel. But most importantly, Kolya meets Alisa in the future - a girl who is unlike anyone else and who needs help so much, even though she does not admit it.",Adventure
The Witch of Hamsann,2024,"Four friends set out to document a small town urban legend. What they uncover, will change its history forever.",Horror
Meinong's Jungle,2024,A Colombian quantum programmer tries to reunite his theater group to make a surreal sci-fi movie.,Action
Filme Gel,2024,"Necmi, Çetin and Muzo's biggest dream is to shoot a movie. For this they need money. Fortune smiles on their faces and they meet Kerim from Kadirga. Kerim sponsors the film they are going to make. The only requirement is to play the leading role in the movie. Of course, there is a small problem. Kadirgali Kerim is a mafia.",Comedy
Agent Narasimha-117,2024,Budget joins a zamindar's house as a maid but becomes a villain. A girl is tied up in a dark room to look for a necklace and later tortured for it. The house is then termed 'Bhoot Bungalow'.,Action
Love Mountain,2024,"While celebrating their 12 year anniversary, Joseph learns that he has a child from a previous relationship.",Drama
